id,address,bedrooms,full_bathrooms,half_bathrooms,type,size_sqft,lot_size,price
3890,7584 Brightwood Dr Las Vegas NV 89123,4,2,0,Single Family Home,2352,6969,274998
3891,2020 Turtlerock St Las Vegas NV 89142,3,2,0,Single Family Home,1439,4356,139900
3892,5134 S Jones Blvd Unit 106 Las Vegas NV 89118,1,1,0,Condo/Townhome/Row Home/Co-Op,668,,49900
3893,5005 Glittering Star Ct Las Vegas NV 89130,3,2,1,Single Family Home,1639,3920,149900
3894,5362 Panaca Spring St Las Vegas NV 89122,3,2,1,Single Family Home,1600,2178,169000
3895,4979 Blue Marlin Ave Las Vegas NV 89115,3,2,1,Single Family Home,1247,2178,95000
3896,10608 Emerald Path Ave Las Vegas NV 89166,3,2,1,Single Family Home,2399,4356,210000
3897,813 Peachy Canyon Cir Unit 103 Las Vegas NV 89144,3,3,0,Condo/Townhome/Row Home/Co-Op,1707,,245000
3898,2475 Plan Las Vegas NV 89179,5,3,0,Single Family Home; Ready to build,2475,130680,263900
3899,7359 Wild Roar Ave Las Vegas NV 89129,4,3,0,Single Family Home,3023,6969,325000
3900,10116 Desert Wind Dr Las Vegas NV 89144,4,2,1,Single Family Home,1868,5227,239000
3901,9997 Diamond Summit Ct Unit: 103 Las Vegas NV 89183,3,2,1,Condo/Townhome/Row Home/Co-Op,1670,871,135000
3902,502 Greenbriar Townhouse Way Las Vegas NV 89121,2,1,1,Condo/Townhome/Row Home/Co-Op,1232,1306,75000
3903,5359 Champion Run St Las Vegas NV 89113,4,3,0,Single Family Home,2127,3049,224900
3904,9516 Victory Garden Ave Las Vegas NV 89149,3,3,0,Single Family Home,2116,3920,215000
3905,5481 S Sandhill Rd Las Vegas NV 89120,4,3,0,Single Family Home,1908,9147,172500
3906,716 Quayside Ct Las Vegas NV 89178,3,2,1,Single Family Home,2000,3484,234900
3907,10368 Gwynns Falls St Las Vegas NV 89183,4,3,0,Single Family Home,2037,3920,150000
3908,5000 Orchard Sky Ave Las Vegas NV 89131,3,3,0,Single Family Home,2312,10890,339999
3909,6322 Pale Pavilion Ave Las Vegas NV 89139,5,3,1,Single Family Home,5160,8712,549000
3910,8030 Laurena Ave Las Vegas NV 89147,3,2,1,Condo/Townhome/Row Home/Co-Op,1311,2178,150000
3911,8316 Swan Lake Ave Las Vegas NV 89128,5,3,0,Single Family Home,3490,6534,355000
3912,1515 E Reno Av Unit: A206 Las Vegas NV 89119,1,1,0,Condo/Townhome/Row Home/Co-Op,573,,41000
3913,544 Highland Bluff Way Las Vegas NV 89138,4,3,0,Single Family Home,3221,6969,599000
3914,9241 January Dr Las Vegas NV 89134,2,2,0,Condo/Townhome/Row Home/Co-Op,1749,3049,204000
3915,1709 Pacific Sandstone Pl Las Vegas NV 89144,3,2,0,Condo/Townhome/Row Home/Co-Op,1694,4356,249000
3916,5258 Caspian Dr Las Vegas NV 89118,4,2,0,Single Family Home,1913,7840,175000
3917,5053 Tranquil Stream Ct Las Vegas NV 89148,4,2,1,Single Family Home,2310,6969,288000
3918,2469 Fresnal Canyon Ave Las Vegas NV 89123,4,2,1,Single Family Home,1870,3484,199000
3919,6433 Affermato St Las Vegas NV 89131,4,3,1,Single Family Home,3903,14810.4,569900
3920,Las Vegas NV 89169,1,1,0,Condo/Townhome/Row Home/Co-Op,416,,34000
3921,649 Lineshack Ln Las Vegas NV 89110,3,2,1,Single Family Home,1650,4791,115000
3922,Las Vegas NV 89148,4,2,1,Single Family Home,1662,3484,199500
3923,7950 W Flamingo Rd Unit: 1145 Las Vegas NV 89147,2,2,0,Condo/Townhome/Row Home/Co-Op,1023,,96000
3924,7107 Rusty Nail Way Las Vegas NV 89119,3,2,0,Single Family Home,1358,8276,110000
3925,6705 Bent Wood Ct Las Vegas NV 89108,3,2,1,Single Family Home,2793,10890,289990
3926,10724 Jubilee Mountain Ave Las Vegas NV 89129,3,2,0,Single Family Home,1852,5662,274900
3927,3400 Conan St Unit 103 Las Vegas NV 89129,2,2,0,Condo/Townhome/Row Home/Co-Op,1225,,145000
3928,Las Vegas NV 89101,4,2,0,Single Family Home,1206,6534,65500
3929,4424 Warbonnet Way Las Vegas NV 89147,4,3,0,Single Family Home,1748,4356,219900
3930,2777 Paradise Rd Unit 1801 Las Vegas NV 89109,3,6,0,Condo/Townhome/Row Home/Co-Op,5609,,2400000
3931,754 Vegas Valley Dr Las Vegas NV 89109,2,2,1,Single Family Home,2800,4791,469000
3932,4620 Denaro Dr Las Vegas NV 89135,3,2,0,Single Family Home,2216,6534,425000
3933,274 Broadcast Ave Las Vegas NV 89183,5,4,0,Single Family Home,4058,13503.6,480000
3934,2912 Josephine Dr Henderson NV 89044,4,3,1,Single Family Home,3877,9147,559950
3935,3049 Jacaranda Dr Las Vegas NV 89117,5,3,0,Single Family Home,2917,4791,348888
3936,3029 Bellavista Ln Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1512,5227,79500
3937,3722 Keltie Brook Dr Las Vegas NV 89141,5,4,1,Single Family Home,4478,8712,510000
3938,5250 S Rainbow Bl Unit: 1163 Las Vegas NV 89118,3,2,0,Condo/Townhome/Row Home/Co-Op,1131,,129900
3939,2700 S Las Vegas Bl Unit: 2702 Las Vegas NV 89109,3,3,1,Condo/Townhome/Row Home/Co-Op,1781,,1250000
3940,Las Vegas NV 89128,2,2,0,Condo/Townhome/Row Home/Co-Op,912,3005,30000
3941,9041 Little Horse Ave Las Vegas NV 89143,3,2,1,Single Family Home,2067,5227,235000
3942,7913 Dover Shores Ave Las Vegas NV 89128,3,2,1,Single Family Home,2339,4356,299000
3943,10008 Madison Walk Ave Las Vegas NV 89149,3,2,1,Single Family Home,2325,6534,295000
3944,6201 E Lake Mead Blvd Unit 275 Las Vegas NV 89156,2,2,0,Condo/Townhome/Row Home/Co-Op,1446,,77000
3945,5323 Candlespice Way Las Vegas NV 89135,3,2,1,Single Family Home,1964,6098,419000
3946,8937 Caledon Ridge Ct Las Vegas NV 89149,3,2,1,Single Family Home,1491,2178,149900
3947,10709 Sprucedale Ave Las Vegas NV 89144,5,3,0,Single Family Home,2771,5227,335000
3948,1200 Mersault Ct Las Vegas NV 89144,4,3,1,Single Family Home,4428,13503.6,1275000
3949,3150 Soft Breezes Dr Apt 1215 Las Vegas NV 89128,1,1,0,Condo/Townhome/Row Home/Co-Op,690,,49900
3950,200 Hoover Ave Unit 1512 Las Vegas NV 89101,1,1,0,Condo/Townhome/Row Home/Co-Op,1065,,234900
3951,708 Dike Ln Las Vegas NV 89106,3,1,0,Single Family Home,984,10018.8,80000
3952,500 S 13Th St Apt C29 Las Vegas NV 89101,1,1,0,Condo/Townhome/Row Home/Co-Op,700,59241.6,14900
3953,8073 Villa Armando St Las Vegas NV 89131,4,2,0,Single Family Home,1814,6098,210000
3954,3588 Villa Knolls East Dr Las Vegas NV 89120,3,2,0,Condo/Townhome/Row Home/Co-Op,1012,1306,45000
3955,3165 S Monte Cristo Way Las Vegas NV 89117,3,2,1,Single Family Home,2559,23086.8,499900
3956,9284 Orchid Pansy Ave Las Vegas NV 89148,3,2,1,Single Family Home,1847,3659,114900
3957,4555 Palisades Canyon Cir Las Vegas NV 89129,4,3,1,Single Family Home,4321,18295.2,710000
3958,9764 Gallo Dr Las Vegas NV 89147,4,3,0,Single Family Home,2445,5662,298000
3959,8356 Lovers Knot Ct Las Vegas NV 89131,4,3,1,Single Family Home,3638,14810.4,490000
3960,9147 Placer Bullion Ave Las Vegas NV 89178,5,3,0,Single Family Home,2552,4791,274999
3961,8806 Tangerine Sky Ave Las Vegas NV 89178,5,3,0,Single Family Home,2576,8712,231000
3962,8556 Tellima Ct Las Vegas NV 89149,3,2,1,Single Family Home,1763,2178,194000
3963,6062 Quintillion Ave Las Vegas NV 89122,3,2,0,Single Family Home,1656,5662,220000
3964,7616 Almeria Ave Las Vegas NV 89128,2,2,1,Condo/Townhome/Row Home/Co-Op,1247,2178,150000
3965,1044 Thornfield Ln Las Vegas NV 89123,4,2,0,Single Family Home,1739,6098,234900
3966,2031 Irwin Cir Las Vegas NV 89119,3,2,1,Single Family Home,2407,10018.8,299990
3967,2101 Jade Creek St Unit: 201 Las Vegas NV 89117,2,2,0,Condo/Townhome/Row Home/Co-Op,1000,1001,115000
3968,Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,1184,,170000
3969,7220 Silver Spirit St Las Vegas NV 89131,5,3,1,Single Family Home,4449,20037.6,419000
3970,8689 Horizon Wind Ave Unit 103 Las Vegas NV 89178,3,2,1,Condo/Townhome/Row Home/Co-Op,1588,871,164900
3971,8999 Lillyhammer Ct Las Vegas NV 89147,3,2,1,Single Family Home,2280,8712,260000
3972,Las Vegas NV 89123,5,6,1,Single Family Home,4342,98881.2,875000
3973,3180 Plan Las Vegas NV 89166,4,3,0,Single Family Home; Ready to build,3180,130680,314990
3974,2517 Jade Sky St Henderson NV 89044,3,2,0,Single Family Home,1425,6098,249900
3975,3761 Viking Garden Cir Las Vegas NV 89121,2,2,0,Single Family Home,1373,8189,104000
3976,3948 Irvin Ave Las Vegas NV 89141,4,2,1,Single Family Home,2045,3920,216000
3977,1414 Santa Margarita St # 6 Las Vegas NV 89146,2,2,0,Condo/Townhome/Row Home/Co-Op,1106,,75000
3978,Las Vegas NV 89147,3,2,1,Single Family Home,2007,3920,235000
3979,The Maple Las Vegas NV 89117,6,4,1,Single Family Home; Ready to build,4996,130680,553990
3980,8971 Dallas Ridge Ave Las Vegas NV 89178,3,2,1,Single Family Home,2196,5227,230000
3981,6707 Zephyr Wind Ave Las Vegas NV 89139,5,4,0,Single Family Home,4996,9583,399000
3982,3301 Buffalo Narrows Cir Las Vegas NV 89129,3,2,1,Single Family Home,1822,6098,202000
3983,1820 Pacific Terrace Dr Las Vegas NV 89128,4,2,1,Single Family Home,1830,4356,230000
3984,6151 Matisse Ave Las Vegas NV 89131,4,3,1,Single Family Home,3751,18295.2,439000
3985,5561 Kings Row Ct Las Vegas NV 89148,5,3,0,Single Family Home,3952,11761.2,375000
3986,Plan 2200 Las Vegas NV 89118,4,2,1,Single Family Home; Ready to build,2200,87120,268500
3987,4821 Whispering Spring Ave Las Vegas NV 89131,4,2,1,Single Family Home,1684,4356,170000
3988,14670 Grand Teton Dr Las Vegas NV 89124,5,4,1,Single Family Home,6971,179902.8,919999
3989,Las Vegas NV 89131,3,2,1,Single Family Home,1384,3920,94900
3990,9 Colbath St Las Vegas NV 89110,3,2,0,Single Family Home,1487,3484,145000
3991,9318 Winebrook Ave Las Vegas NV 89148,4,2,1,Single Family Home,2242,3484,224900
3992,6860 W Rome Blvd Las Vegas NV 89131,5,4,1,Single Family Home,6063,217800,3875000
3993,2721 Trotwood Ln Las Vegas NV 89108,3,3,0,Single Family Home,1574,5662,170000
3994,7801 Sand Harbor Ct Las Vegas NV 89128,3,2,0,Single Family Home,1627,8712,225000
3995,3308 Golden View St Las Vegas NV 89129,6,3,0,Single Family Home,2515,4791,175000
3996,Las Vegas NV 89121,4,2,0,Single Family Home,2302,13939.2,120000
3997,10506 Rusty Railroad Ave Las Vegas NV 89135,2,2,1,Single Family Home,1983,4356,278000
3998,2110 Los Feliz St Unit 1090 Las Vegas NV 89156,2,2,0,Condo/Townhome/Row Home/Co-Op,1049,2178,69900
3999,3188 Via Seranova Henderson NV 89044,3,2,1,Condo/Townhome/Row Home/Co-Op,1574,1742,215995
4000,6348 Mint Frost Way Las Vegas NV 89108,4,3,0,Single Family Home,2037,7187,104800
4001,3037 Austin Pale Ave Las Vegas NV 89081,4,3,0,Single Family Home,1787,3484,165000
4002,3355 Greenwood Springs Dr Las Vegas NV 89122,4,2,0,Single Family Home,1442,3920,155000
4003,1 Hughes Center Dr Unit: 801 - D Las Vegas NV 89169,2,3,0,Condo/Townhome/Row Home/Co-Op,3515,,2499000
4004,8242 Golden Flowers St Las Vegas NV 89139,2,2,1,Single Family Home,1310,1742,139900
4005,3420 Big Sur Dr Las Vegas NV 89122,4,2,0,Mfd/Mobile Home,1848,4791,89900
4006,Las Vegas NV 89143,4,3,0,Single Family Home,2118,3484,140000
4007,2694 Caumsett Ct Las Vegas NV 89117,4,5,1,Single Family Home,5298,12632.4,798000
4008,4381 W Flamingo Rd Unit: 3002 Las Vegas NV 89103,1,1,1,Condo/Townhome/Row Home/Co-Op,1220,,650000
4009,3242 Chimayo Ln Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1608,5227,87900
4010,11280 Granite Ridge Dr Unit 1038 Las Vegas NV 89135,3,2,1,Condo/Townhome/Row Home/Co-Op,2985,,649900
4011,9053 Captivating Ave Las Vegas NV 89149,3,2,1,Single Family Home,1300,1742,149500
4012,11741 Marina Grande Ct Las Vegas NV 89138,5,3,0,Single Family Home,2532,4791,374900
4013,6620 Welcome Ln Las Vegas NV 89130,3,2,0,Single Family Home,1963,22651.2,200000
4014,5250 S Rainbow Blvd Unit 1015 Las Vegas NV 89118,3,2,0,Condo/Townhome/Row Home/Co-Op,1131,,109000
4015,7416 Hickory Hills Dr Las Vegas NV 89130,3,2,1,Single Family Home,1261,4791,164000
4016,Ridgewood Las Vegas NV 89149,5,4,1,Single Family Home; Ready to build,4336,174240,567995
4017,6951 Mira Vista St Las Vegas NV 89120,5,6,1,Single Family Home,7677,38768.4,2150000
4018,7588 Lassen Peak Cir Las Vegas NV 89149,5,4,0,Single Family Home,4168,11761.2,439000
4019,2417 Weaverville Dr Henderson NV 89044,3,2,0,Single Family Home,2190,7840,349900
4020,2567 Morning Cloud Ln Las Vegas NV 89142,5,3,0,Single Family Home,3390,6534,326000
4021,8 Daisy Meadow Ter Las Vegas NV 89074,3,3,1,Single Family Home,3032,7405,360000
4022,9068 Bushy Tail Ave Unit 101 Las Vegas NV 89149,2,2,0,Condo/Townhome/Row Home/Co-Op,1183,1306,120000
4023,4576 Sheppard Dr Las Vegas NV 89122,3,2,0,Single Family Home,1269,6098,109000
4024,133 Bradshaw Way Las Vegas NV 89145,3,2,0,Single Family Home,1437,6969,159900
4025,8604 Majestic Pine Ave Las Vegas NV 89143,4,2,1,Single Family Home,1784,4356,184900
4026,949 Navajo Ln Las Vegas NV 89110,4,3,0,Single Family Home,2269,19166.4,220000
4027,Las Vegas NV 89128,5,3,0,Single Family Home,2294,6098,275000
4028,7928 Violet Dawn St Las Vegas NV 89149,3,2,1,Single Family Home,1739,2613,169888
4029,1534 Juniper Twig Ave Las Vegas NV 89183,4,4,0,Single Family Home,3708,6098,377000
4030,8520 Wild Diamond Ave Las Vegas NV 89143,5,3,0,Single Family Home,3297,7405,325000
4031,Las Vegas NV 89131,3,2,1,Single Family Home,2036,4356,199900
4032,5621 Blue Peak Ave Las Vegas NV 89131,4,2,1,Single Family Home,2476,10454.4,260000
4033,1521 Linnbaker Ln Unit 201 Las Vegas NV 89110,3,2,0,Condo/Townhome/Row Home/Co-Op,1197,,69999
4034,6604 Biltmore Garden St Las Vegas NV 89149,3,2,1,Single Family Home,1542,2613,187500
4035,6269 Mighty Flotilla Ave Las Vegas NV 89139,5,4,1,Single Family Home,5160,10454.4,480000
4036,808 Dana Hills Ct Unit 101 Las Vegas NV 89134,2,2,0,Condo/Townhome/Row Home/Co-Op,1686,2918,260000
4037,5685 San Florentine Ave Las Vegas NV 89141,5,4,2,Single Family Home,4614,11325.6,620000
4038,8929 Antioch Way # 73 Las Vegas NV 89117,3,2,1,Condo/Townhome/Row Home/Co-Op,1485,4007,155000
4039,516 Taunton St Las Vegas NV 89178,3,2,2,Single Family Home,1484,2178,160000
4040,57 Chateau Whistler Ct Las Vegas NV 89148,5,3,1,Single Family Home,3433,7405,560000
4041,2120 Bay Tree Dr Las Vegas NV 89134,2,2,1,Single Family Home,2986,7405,850000
4042,5560 Step House Ct Las Vegas NV 89139,4,2,1,Single Family Home,1723,3484,169900
4043,7215 Burnett Ave Las Vegas NV 89178,3,2,1,Single Family Home,1797,3484,205000
4044,4607 Reliant St Las Vegas NV 89031,4,3,0,Single Family Home,2319,6098,166600
4045,5330 E Charleston Blvd Unit 152 Las Vegas NV 89142,3,2,1,Condo/Townhome/Row Home/Co-Op,1156,3092,120000
4046,5608 Ridgegrove Ave Las Vegas NV 89107,3,2,0,Condo/Townhome/Row Home/Co-Op,1418,3484,96900
4047,5125 W Reno Ave # H Las Vegas NV 89118,2,2,0,Condo/Townhome/Row Home/Co-Op,1108,1089,127900
4048,2166 Clancy St Las Vegas NV 89156,4,2,1,Single Family Home,1342,2178,125000
4049,3701 Silver Brook St Las Vegas NV 89129,4,2,1,Single Family Home,2653,5662,299000
4050,8005 Temptation Ln Las Vegas NV 89128,2,2,1,Condo/Townhome/Row Home/Co-Op,1148,871,55000
4051,2774 Sorrel St Las Vegas NV 89146,3,2,0,Single Family Home,2932,20473.2,399500
4052,Las Vegas NV 89148,2,1,1,Single Family Home,1297,2178,125000
4053,2821 Dry Plains Dr Las Vegas NV 89134,2,2,0,Condo/Townhome/Row Home/Co-Op,1007,2613,135000
4054,7400 Wandering St Las Vegas NV 89131,6,2,1,Single Family Home,2212,4791,139000
4055,5759 Sandtrap Ct Las Vegas NV 89142,3,3,0,Single Family Home,1636,4356,146900
4056,4331 Pittsfield St Las Vegas NV 89115,4,3,1,Single Family Home,1526,2613,80000
4057,Las Vegas NV 89102,4,2,0,Single Family Home,1762,7840,214900
4058,7564 Perla Del Mar Ave Las Vegas NV 89179,3,2,1,Single Family Home,1568,2178,174999
4059,5203 Timberwood St Las Vegas NV 89122,4,2,0,Single Family Home,1390,6969,160000
4060,7501 Wittig Ave Las Vegas NV 89131,3,2,0,Single Family Home,2128,8276,207000
4061,3491 Edenville Dr Las Vegas NV 89117,4,2,1,Single Family Home,1989,7840,275000
4062,Plan 2311 Las Vegas NV 89118,5,2,1,Single Family Home; Ready to build,2311,87120,273500
4063,7354 Mission Hills Dr Las Vegas NV 89113,2,2,0,Condo/Townhome/Row Home/Co-Op,1398,3049,234900
4064,312 Orland St Apt 62 Las Vegas NV 89107,1,1,0,Condo/Townhome/Row Home/Co-Op,612,,35000
4065,5710 E Tropicana Ave Unit 2186 Las Vegas NV 89122,2,2,0,Condo/Townhome/Row Home/Co-Op,1029,1045,69900
4066,6859 Pipil St Las Vegas NV 89166,3,2,1,Single Family Home,1676,3484,189000
4067,5131 Pioneer Ave Apt 202 Las Vegas NV 89146,2,2,0,Condo/Townhome/Row Home/Co-Op,1105,2482,85000
4068,6952 Sylvan Oak Dr Las Vegas NV 89147,3,2,0,Condo/Townhome/Row Home/Co-Op,1024,3920,105520
4069,3340 Alcudia Bay Ave Las Vegas NV 89141,5,3,0,Single Family Home,3134,5662,395900
4070,Las Vegas NV 89108,4,2,0,Single Family Home,1328,6098,108800
4071,8070 W Russell Rd Unit 1126 Las Vegas NV 89113,2,1,0,Condo/Townhome/Row Home/Co-Op,836,2570,80000
4072,2109 Sun Cliffs St Las Vegas NV 89134,2,2,0,Condo/Townhome/Row Home/Co-Op,1305,3049,189800
4073,7620 Rockfield Dr Las Vegas NV 89128,3,2,0,Single Family Home,1276,3920,150000
4074,3391 Racquet St Las Vegas NV 89121,2,2,1,Condo/Townhome/Row Home/Co-Op,1582,1742,105000
4075,7457 Enviable Ct Las Vegas NV 89149,3,2,1,Single Family Home,1298,1742,154900
4076,7835 Slip Point Ave Las Vegas NV 89147,5,4,0,Single Family Home,3268,7405,445000
4077,4442 Honeydew Cir Las Vegas NV 89147,3,2,0,Condo/Townhome/Row Home/Co-Op,1024,3920,115000
4078,3375 E Tompkins Ave Unit 113 Las Vegas NV 89121,2,2,0,Condo/Townhome/Row Home/Co-Op,1071,1306,89000
4079,3324 Indian Shadow St Unit 103 Las Vegas NV 89129,2,2,0,Condo/Townhome/Row Home/Co-Op,1242,,100000
4080,9107 Champney Ave Las Vegas NV 89148,3,2,1,Single Family Home,1421,1742,174880
4081,1395 October Oak Ave Las Vegas NV 89123,6,4,0,Single Family Home,4953,9583,490000
4082,9330 W Maule Ave Unit 220 Las Vegas NV 89148,2,2,0,Condo/Townhome/Row Home/Co-Op,1077,,104800
4083,Plan 2673 Las Vegas NV 89118,5,2,0,Single Family Home; Ready to build,2673,87120,290500
4084,68 E Serene Ave Unit 125 Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,1086,1089,220000
4085,11285 Felice Cohn Ct Las Vegas NV 89179,4,3,0,Single Family Home,3150,9583,444436
4086,4538 Rosedale Ave Las Vegas NV 89121,5,2,0,Single Family Home,1702,6098,106000
4087,9133 Camp Light Ave Unit 102 Las Vegas NV 89149,3,2,1,Condo/Townhome/Row Home/Co-Op,1417,1306,108000
4088,712 Chervil Valley Dr Las Vegas NV 89138,5,4,1,Single Family Home,4224,10890,860000
4089,615 S Royal Crest Cir Unit 10 Las Vegas NV 89169,1,1,0,Condo/Townhome/Row Home/Co-Op,624,,39900
4090,7505 Fontera Ct Las Vegas NV 89139,5,3,1,Single Family Home,4109,9147,489990
4091,6541 Monterey Vista Ct Las Vegas NV 89156,3,2,0,Single Family Home,1976,10018.8,188000
4092,2891 Mammoth Ct Las Vegas NV 89142,3,2,0,Mfd/Mobile Home,1512,5227,60000
4093,Las Vegas NV 89145,4,4,1,Single Family Home,4855,13939.2,1499980
4094,4141 Calimesa St Las Vegas NV 89115,4,2,0,Single Family Home,1260,6098,78000
4095,8501 W University Av Unit: 2068 Las Vegas NV 89147,2,2,0,Condo/Townhome/Row Home/Co-Op,1019,2265,77000
4096,Las Vegas NV 89118,3,2,0,Single Family Home,2485,20473.2,290000
4097,2347 E Hacienda Ave Las Vegas NV 89119,4,2,1,Single Family Home,1975,6969,145000
4098,7168 Neches Ave Las Vegas NV 89179,3,2,1,Single Family Home,1831,2613,182000
4099,4724 Portola Vista Ave Las Vegas NV 89139,3,2,1,Single Family Home,1826,3484,199900
4100,5952 Fly Fisher St Las Vegas NV 89113,4,3,0,Single Family Home,2303,4791,250000
4101,Robert Las Vegas NV 89149,5,4,1,Single Family Home; Ready to build,4019,130680,454950
4102,9813 Miss Peach Ave Las Vegas NV 89145,4,3,0,Single Family Home,2859,6534,450000
4103,2148 Sleepy Ct Las Vegas NV 89106,4,2,0,Condo/Townhome/Row Home/Co-Op,1276,871,79000
4104,1300 S Arlington St Unit: 230 Las Vegas NV 89104,2,2,0,Condo/Townhome/Row Home/Co-Op,1080,,65000
4105,8512 Copper Mountain Ave Las Vegas NV 89129,5,3,0,Single Family Home,3083,5227,330000
4106,5401 Coral Gables Dr Las Vegas NV 89130,4,2,1,Single Family Home,3369,11325.6,285000
4107,8328 Nelson Ridge Ln Las Vegas NV 89178,4,3,1,Single Family Home,3467,7405,422000
4108,5910 Tamara Costa Ct Las Vegas NV 89110,4,2,1,Single Family Home,2977,6969,174900
4109,Las Vegas NV 89117,5,3,0,Single Family Home,2207,4791,248000
4110,10719 Dedham Ct Las Vegas NV 89129,3,2,1,Single Family Home,1721,2613,202000
4111,9020 National Park Dr Las Vegas NV 89178,4,3,0,Single Family Home,2556,7840,350000
4112,4062 Asante Cove St Las Vegas NV 89115,3,2,1,Single Family Home,1130,1742,85500
4113,8640 Brent Ln Las Vegas NV 89143,2,2,0,Single Family Home,1500,46609.2,147000
4114,4696 Newton Dr Las Vegas NV 89121,4,2,0,Single Family Home,1240,6098,159000
4115,1405 San Juan Hills Dr Unit 102 Las Vegas NV 89134,2,2,1,Condo/Townhome/Row Home/Co-Op,2128,,239900
4116,Las Vegas NV 89104,4,2,0,Single Family Home,2047,6098,85000
4117,8255 S Las Vegas Bl Unit: 718 Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,1338,,250000
4118,2777 Paradise Rd Unit 3801 Las Vegas NV 89109,5,7,2,Condo/Townhome/Row Home/Co-Op,8205,,8500000
4119,11284 Felice Cohn Ct Las Vegas NV 89179,3,2,1,Single Family Home,2950,9583,434473
4120,3500 Oreana Ave Las Vegas NV 89120,4,3,0,Single Family Home,2106,7405,179900
4121,2324 Bensley St Henderson NV 89044,2,2,0,Single Family Home,2012,6969,339000
4122,6545 Affermato St Las Vegas NV 89131,5,5,0,Single Family Home,4026,13939.2,475000
4123,3905 Red Trumpet Ct North Las Vegas NV 89081,3,2,0,Single Family Home,1615,4791,169800
4124,5864 Casa Coronado Ave Las Vegas NV 89131,5,4,0,Single Family Home,4015,7840,400000
4125,3111 Mountain Spring Rd Las Vegas NV 89146,4,2,0,Single Family Home,1548,10018.8,188880
4126,2000 Fashion Show Dr Unit: 5717 Las Vegas NV 89109,1,1,0,Condo/Townhome/Row Home/Co-Op,533,,599900
4127,Las Vegas NV 89113,5,5,1,Single Family Home,4925,20908.8,1299000
4128,11293 Piper Peak Ln Las Vegas NV 89138,3,2,0,Condo/Townhome/Row Home/Co-Op,1607,4356,259000
4129,Las Vegas NV 89109,5,6,1,Single Family Home,6395,12196.8,1390000
4130,6471 New Brunswick Ave Las Vegas NV 89110,3,2,0,Single Family Home,1975,7840,220000
4131,201 Meyers Ave Las Vegas NV 89015,2,1,0,Single Family Home,900,9147,89900
4132,3679 Scotwood St Las Vegas NV 89121,5,4,1,Single Family Home,1854,7405,180000
4133,3672 Garden South Dr Las Vegas NV 89121,2,1,1,Condo/Townhome/Row Home/Co-Op,1150,1742,64900
4134,720 W Wilson Ave Las Vegas NV 89106,2,1,0,Single Family Home,700,10454.4,35000
4135,5578 Jelsma Ave Las Vegas NV 89141,3,2,1,Single Family Home,2397,3920,270000
4136,7843 Tidal Pool Ct Las Vegas NV 89139,5,3,0,Single Family Home,3257,5662,329170
4137,Las Vegas NV 89178,5,3,0,Single Family Home,3399,6098,230000
4138,10828 Windledge Ave Las Vegas NV 89134,2,2,0,Single Family Home,1860,9147,309900
4139,8505 Copper Mountain Ave Las Vegas NV 89129,5,3,0,Single Family Home,3083,5227,299900
4140,7570 W Flamingo Rd Las Vegas NV 89147,2,2,0,Condo/Townhome/Row Home/Co-Op,1023,,144926
4141,3125 N Buffalo Dr Unit: 1127 Las Vegas NV 89128,2,2,0,Condo/Townhome/Row Home/Co-Op,1025,,60000
4142,4333 Val Dechiana Ave Las Vegas NV 89141,3,2,1,Single Family Home,2306,6534,339000
4143,3956 Voxna St Las Vegas NV 89119,1,2,0,Condo/Townhome/Row Home/Co-Op,1178,1306,54900
4144,9077 Westchester Hill Ave Las Vegas NV 89148,4,2,1,Single Family Home,1845,5227,197000
4145,4660 Kearney St Las Vegas NV 89147,3,3,0,Single Family Home,1202,6969,100000
4146,2200 S Fort Apache Rd Unit: #1133 Las Vegas NV 89117,2,2,0,Condo/Townhome/Row Home/Co-Op,1053,,80000
4147,Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,902,,75000
4148,7471 Foolish Pleasure Dr Las Vegas NV 89113,5,3,0,Single Family Home,2472,5662,250000
4149,1835 Plan Las Vegas NV 89122,3,2,1,Single Family Home; Ready to build,1835,87120,198990
4150,3800 Diamond Ridge St Las Vegas NV 89129,5,3,0,Single Family Home,3963,16552.8,425000
4151,4933 Lazy Day Ct Las Vegas NV 89131,3,2,1,Single Family Home,1855,4356,205000
4152,2877 Paradise Rd Unit 204 Las Vegas NV 89109,2,2,1,Condo/Townhome/Row Home/Co-Op,2050,,450000
4153,8908 Sandspring Dr Las Vegas NV 89134,3,2,0,Single Family Home,2115,7840,335000
4154,3282 Rutledge Dr Las Vegas NV 89120,5,3,1,Single Family Home,3061,6098,279900
4155,10463 Wellington Manor Ave Las Vegas NV 89129,2,2,0,Single Family Home,1396,4791,169500
4156,8560 Shady Pines Dr Las Vegas NV 89143,3,2,0,Single Family Home,1547,4356,168000
4157,4522 Lime Straight St Las Vegas NV 89115,3,2,1,Single Family Home,1762,3049,182995
4158,6812 Williams Island Ct Las Vegas NV 89131,3,2,0,Single Family Home,1681,4791,224900
